Station Name,Business Name,Business Address,Business Latitude,Business Longitude,Business Distance,Business Category
LABE GARAIA/ALTO HORNO,B travel (B the Travel Brand),"Pza. el Kasko, 3, 48910 Sestao País Vasco",43.307522,-2.99727,462,Travel Agency
LABE GARAIA/ALTO HORNO,Rosalia Peralta Barcala,"Calle Lorenzo Llona, 9, 48910 Sestao Vizcaya",43.308384,-3.005505,489,Physician
LABE GARAIA/ALTO HORNO,Bar Ganbara,"Plaza de San Pedro, 2, 48910 Sestao Vizcaya",43.308067,-3.00525,506,Arts and Entertainment
LABE GARAIA/ALTO HORNO,Bar Alba Delri,"Gran Vía, 3, 48910 Sestao Vizcaya",43.309694,-3.007146,548,Bar
LABE GARAIA/ALTO HORNO,Barrika,"Calle Juan Tomás de Gandarías, 1, 48910 Sestao Vizcaya",43.307638,-3.005925,566,Bar
LABE GARAIA/ALTO HORNO,Viajes Barcelo,"Calle Villar y Villate, 8, Sestao Vizcaya",43.308497,-3.006971,583,Travel Agency
LABE GARAIA/ALTO HORNO,Bar Mayte,"Calle Manuel Andrés, 6, 48910 Sestao País Vasco",43.307915,-3.007476,621,Bar
LABE GARAIA/ALTO HORNO,Bar Viuda de Baldo,"Calle Alameda las Llanas, 13, Sestao País Vasco",43.309111,-3.00813,626,Wine Bar
LABE GARAIA/ALTO HORNO,María del Pilar Barberó Cruz,"Calle Juan Tomás de Gandarías, 7, 48910 Sestao Vizcaya",43.307178,-3.006374,627,Bakery
LABE GARAIA/ALTO HORNO,Cafetería - Restaurante Castañares,"Alameda las Llanas, 13, 48910 Sestao País Vasco",43.309173,-3.008102,639,Bar
LABE GARAIA/ALTO HORNO,Bar Palas,"Calle Villar y Villate, 11, 48910 Sestao País Vasco",43.30815,-3.007449,645,Bar
LABE GARAIA/ALTO HORNO,Bar Terraco,"Calle Manuel Andrés, 10, Sestao Vizcaya",43.30771,-3.00725,647,Bar
LABE GARAIA/ALTO HORNO,La Barrita de Pan,"Alda. las Llanas, 15, 48910 Sestao Vizcaya",43.309203,-3.008327,655,Bakery
LABE GARAIA/ALTO HORNO,Bar Denak,"Chavarri, 18, 48910 Sestao País Vasco",43.311288,-3.004023,814,Bar
LABE GARAIA/ALTO HORNO,Bar Tribuna,"Alda las Llanas, 35, 48910 Sestao País Vasco",43.310411,-3.010814,820,Bar
LABE GARAIA/ALTO HORNO,Carlson Wagonlit Travel,"Avenida Autonomía Pol. Emp. Udondo, 4, 48940 Leioa Vizcaya",43.318518,-3.004166,891,Travel Agency
LABE GARAIA/ALTO HORNO,Hotel Naval Sestao,"La Naval, 3, 48910 Sestao País Vasco",43.308633,-2.989015,967,Hotel
LABE GARAIA/ALTO HORNO,Restaurante Manhattan,"Pol. Ibarzaharra. s/n, 48910 Sestao País Vasco",43.309704,-3.00754,1407,Fast Food Restaurant
LABE GARAIA/ALTO HORNO,Hotel Naval Sestao,"Ribera de la Ria, s/n, 48910 Sestao País Vasco",43.308715,-2.989297,1871,Hotel
